kode,kelompok,nama,satuan,harga
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Kawat Las Kawat Las,Dos,530500
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Konektor Kabel Selang Konektor Kabel Selang Pes,Buah,49400
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Kontaktor (25 A),Buah,333000
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Kontaktor SN60A Pes,Buah,727800
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Kontaktor Sneider 25 A Pes,Buah,363900
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Kontraktor 60A Sneider,Buah,994600
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik LED Street Light SOLARENS CED Street: ght Tuche Series Sl,Unit,3032400
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu,Strip,3278200
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu Blub LED 50 Watt Philips,Buah,251000
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu Downlight Lampu Downlight Led 10 watt,Buah,130000
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu Downlight Lampu Downlight Led 14 Watt (Bulat),Buah,133700
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu Dulux Osram EL 60 Watt 12,Buah,197400
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu Dulux Osram EL 75 Watt 16,Buah,210100
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu Dulux Osram EL LOL 8 Watt 21 Eco,Buah,159700
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu Emergency CMOS E/L HK-06V,Set,383100
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu Hias Selang Bossecom (Colour Light) Biasa Roll,Buah,1827000
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu Hias Selang Osca (Coluor Light) Biasa Roll,Buah,1819500
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu Hias Selang Osca (Coluor Light) LED Roll IL,Buah,2121800
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu Hias selang LED,Meter,12300
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu In LED In Lite SO watt,Buah,142100
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu Jalan PANASONIC Lampu Jalan 40W - Auto Dimming,Unit,3977400
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu LED Hannooch 50 Watt,Buah,125000
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu LED LUBY SO watt,Buah,142100
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu LED Neon 100 m Roll,Buah,3182700
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu LED Philips 50 watt,Buah,191300
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu PJU (Komponen Lepas Ballast/ Philips GBMHA 150,Buah,389900
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu PJU (Komponen Lepas Lampu HPM/ Philips HPIT-1000 W,Buah,1516200
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu PJU (Komponen Lepas Lampu MH/ Philips HPI-T 400 W,Buah,215900
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu PJU (Komponen Lepas) Ballast/ Philips BSN 150,Buah,241500
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu PJU (Komponen Lepas) Ballast/ Philips BSN 250,Buah,267700
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu PJU (Komponen Lepas) Ballast/ Philips BSN 400,Buah,491800
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu PJU (Komponen Lepas) Ignitor/ Philips,Buah,78000
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu PJU (Komponen Lepas) Lampu MC/ Philips HPL-N 125 W,Buah,42000
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu PJU (Komponen Lepas) Lampu MC/ Philips HPL-N 250 W,Buah,78000
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu PJU (Komponen Lepas) Lampu MC/ Philips HPL-N 400 W,Buah,109200
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu PJU (Komponen Lepas) Lampu MH/ Philips HPI-T 250 W,Buah,205300
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu PJU Fokus Indo Lighting Bimasakti 60 W AC TL,Buah,2997100
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu PJU LED Bimasakti M AC,Buah,3607600
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu PJU LED CB 30Watt Lumitech Lampu PJU LED CB 30Watt,Unit,1941000
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu PJU LED Cosmic 649 40W,Buah,3397600
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu PJU LED Cosmic 649 70W,Buah,3547200
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu PJU LED Cosmic 649 80W,Buah,3795400
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu PJU LED Horizon LED 100 Watt,Buah,2731900
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu PJU LED Horizon LED 50 Watt,Buah,1639200
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu PJU LED Jupiter 456 40W,Buah,6440500
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu PJU LED Mars 520 40W,Buah,6020100
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu PJU LED Opera ORWG LSO,Buah,5079200
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu PJU LED Opera ORWG LSO,Buah,4563600
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu PJU LED RS RA Resto Kemeratann,Unit,5573200
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu PJU LED Siklon 90 watt,Buah,4196100
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu PJU Siklon SRT 60 Watt,Buah,3824600
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu Pijar Phillips 60 Watt,Buah,21900
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu Selang LED Lampu Selang LED Roll,Buah,1819400
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu Sorot 300 W Toky,Buah,176200
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu Sorot 500 W Toky,Buah,193700
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu Sorot Inlite 100 Watt,Buah,700000
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu Sorot Led 50 Watt,Buah,409800
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu TL Lampu TL Led 2 X 40 Watt,Buah,412300
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu TL Lampu TL Neon TS LED,Buah,47800
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu TL TL 20 Watt Inkubator Bayi in,Buah,478000
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu Taman DLX TP1,Buah,213900
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Lampu Taman Iwata 250 Watt (Lampu Taman),Buah,136400
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Pengadaan Lampu Jalan PJU Tau,Unit,2317500
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Photocell Otomatis (SELCON),Buah,155000
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Sadel Kabel Sadel Kabel No. 10 Imundex,Dos,63700
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Saklar Broco 10 A Pes,Buah,22400
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Saklar Engkel Panasonic,Buah,24500
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Saklar Gantung RN,Buah,13900
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Saklar Phase Saklar Phase Double Hitam Roll,Buah,35600
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Saklar Phase Saklar Phase Double Putih,Buah,37100
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Saklar Phase Saklar Phase Tunggal Hitam,Buah,17600
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Saklar Phase Saklar Phase Tunggal Putih,Buah,16500
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Saklar Seri Top Broco,Buah,23900
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Saklar Seri Top Panasonic,Buah,23900
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Saklar Tunggal Broco,Buah,23900
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Saklar Tunggal Panasonic,Buah,36700
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Senter Kepala Luby Senter Kepala Luby,Buah,82300
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Stand Lampu = Lampu TL Simbat 36 Watt,Buah,198400
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Stand Lampu Stand Lampu TL Simbat 30 Watt,Buah,205300
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Stand+ Balon Ultraviolet = Balon Ultraviolet,Buah,170900
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Stater Philips : TL 40 Watt Pes,Buah,8000
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Stater Phillips Stater Phillips,Buah,13900
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Stavol SVC 100 Watt,Buah,314600
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,"Alat Listrik Stavol ‘Stavol Watt, matsuyama",Buah,1379200
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Stop Kontak — Pes,Buah,27100
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Tang Potong — Prohex 8,Buah,123100
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Tees Lampu TL Philips 36 Watt,Buah,34000
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Tes Pen Meet Tes Pen Meet,Buah,41500
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Tiang Listrik Beton 11 Meter/ 156 daN,Meter,5518800
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Tiang Listrik Beton 7 Meter/ 100 daN,Meter,3057000
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Tiang Listrik Beton 9 Meter/ 100 daN,Meter,3973700
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Tiang Listrik Beton 9 Meter/ 156 daN,Meter,4548100
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Tiang Listrik Beton 9 Meter/ 90 daN,Meter,3363100
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Tiang PJU bulat meter),Buah,4136000
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Tiang PUU Oktagonal GM Single Parabola Galvanis 7 M,Buah,3627900
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Timer 3A,Buah,345000
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Timer Tebeng : 6 Amper Pes,Buah,508800
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Timer Theiser,Buah,710300
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik Travo TL 40 Watt Philips,Buah,71700
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik fre Catok Tekiro Tang Catok Tekiro L,Buah,239300
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik re Kontak Broco HH 385 Pes,Buah,22900
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik ‘Kabel Putih ETERNA NYM 2x6 mm Roll,Buah,3032700
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik ‘Lampu Hias Selang LED : 35 x 35 x 22 Roll,Buah,2425900
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik ‘Lampu Lalat 18 Watt Krisbow,Buah,196100
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik ‘Lampu Sorot Lampu Sorot,Buah,327900
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik ‘Stavol VA Zenith,Buah,581000
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik ‘Tang Kombinasi brane Kombinasi Vegas 7,Buah,148600
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik ‘Terminal Kabel Bright (3 Lobang+ Kabel 5 m),Buah,22300
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik ‘Terminal Kabel Sunfree ( 4 Lobang+ Kable 5 m),Buah,38800
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik ‘Timah Solder Cap Pancing ‘Timah Solder Cap Pancing Roll,Buah,201500
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik ‘Timer 3 Amper Pes,Buah,464500
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik ‘Tongkat Lampu /Tongkat Lampu,Buah,102500
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrik ‘Travo Philips Lampu Sorot : HPTI 450 Watt,Pcs,212700
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrikc Mata Gurinda Mata Gurinda Kecil,Dos,77300
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,Alat Listrikc Stavol Matsuviva SVC-1000N,Unit,509900
1.1.12.01.03.0008,Bahan Bakar dan Pelumas,"Alat Listrike Kabel NYM 2 x 1,5 mm (Eterna) 100 m Roll",Buah,1575000
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor /Penghapus Papan Besar,Buah,6900
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor 1D CARD 5,Buah,45000
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor 1D Card Plastik,Dos,113000
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor = Jilid Yashica,Buah,53100
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Absen Guru,Buah,5700
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Absen Harian Umum,Buah,9200
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Absen Kelas,Buah,5700
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Acrilic Colour Virdian NAC-75 ML,Buah,31400
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Acrilic Colour Yellow Green 75 ML,Buah,19700
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Alat Cetak KTP,Unit,3931650
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Alat Cetak KTP Entrust Ribbon CR707,Unit,5054000
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Alat Cetak KTP HD Edney Cleaning (Te HOP,Unit,831300
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Alat Cetak KTP HDR Bilin ABE E-RIP,Unit,2010500
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Alat Cetak KTP Orico USB 4 in 1,Unit,228000
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Alat Cetak KTP Ribbon SD-307,Unit,1793100
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Amplop Artline 90,Buah,5700
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Amplop Coklat Maii,Buah,3500
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Amplop Dinas Mambo,Dos,22400
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Amplop Mambo AM 104,Dos,17100
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Amplop Mambo AM 90 (90 Sp),Dos,22800
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Amplop N Jaya AM 90,Dos,34200
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Amplop Panjang SIDU,Dos,32000
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Amplop Paperline,Dos,32000
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Amplop Radiologi Besar,Buah,5400
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Amplop Radiologi Kecil,Buah,4400
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Ballpoint BTP-P,Lusin,34200
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Ballpoint Balliner Hitam,Buah,213200
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Ballpoint Balliner Loreng Hitam,Buah,218900
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Ballpoint Faster,Dos,36500
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Ballpoint Faster,Buah,3700
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Ballpoint Pilot Balliner Medium,Buah,182400
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Ballpoint Pilot Biasa 88,Buah,37600
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Ballpoint Snowman V-1,Buah,27400
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Ballpoint Snowman V-2,Buah,28500
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Ballpoint Standar Balliner Elite,Buah,183600
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Biang Warna 1,Lusin,466800
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,"Alat Tulis Kantor Binder Clips No, 155",Dos,17100
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Binder Clips No. 107,Buah,5700
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Binder Clips No. 111,Buah,11400
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Binder Clips No. 200,Dos,17100
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Binder Clips No. 260,Dos,22800
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Box File Besar,Buah,45600
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Box File Ideal Kertas Polos,Buah,26600
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Buku Agenda K/M Agenda K/M,Buah,36500
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Buku Agregat Buku Agregat,Buah,159200
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Buku Ekspedisi 100,Lembar,14500
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Buku Folio 100,Lembar,23700
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Buku Folio 200,Lembar,41200
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Buku Folio 300,Lembar,12600
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Buku Kas Buku Kas Isi 100 Kiky,Buah,18100
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor CD-R,Buah,9200
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor CD-RW,Buah,13700
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Cartridge Brother LC-587XL Black MFC-J6910DW (Up to Pages),Unit,175100
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Cartridge Canon,Unit,276500
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Cartridge Canon (Small) Color Ink Cartridge for - 6.2ml,Unit,216600
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Cartridge Canon (Small) MX497 - 5.6ml,Unit,162400
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Cartridge Canon CA91 Catridge Canon G Series (Black),Unit,498700
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Cartridge Canon CL-57 Color peel maa with for Pixma,Unit,270600
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Cartridge Canon Color Ink Cartridge for - 9ml,Unit,272800
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Cartridge Canon MP218,Unit,312600
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Cartridge Canon MX347,Unit,410400
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Cartridge Canon MX357,Unit,359100
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Cartridge Epson Hitam,Unit,212200
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Cartridge Epson Warna,Unit,253600
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Cartridge HP,Unit,318300
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Cat Lukis Indana Kappie 100 gr,Buah,12900
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Cat Metaliqua Meteliqua Gold,Buah,79900
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Cat Mowlix/E1002.SL,Buah,186000
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Cover APD Cover APD 5 mm Bening,Buah,742700
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Cup Lukis Rian Cup,Buah,23200
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Cutter Besar Kenko,Buah,20600
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Display Dinding piselay Dinding,Lembar,318300
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Double Tape Kecil Daimaru T Roll,Buah,5700
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Double Tape Spons 2 Inch Double Tape Spons 2 Inch Roll,Buah,22900
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Double Tape Spons Double Tape Spons,Buah,22800
1.1.12.01.03.0001,Bahan Bakar dan Pelumas,Alat Tulis Kantor Flash Disk OTG 32 GB,Buah,142500
