kode,kelompok,nama,satuan,harga
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,"Seng Galvalum Seng galvalum 0,8 mm x",Buah,1219
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,"Seng Galvalum Seng galvalum 1,0 mm x",Buah,1219
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,"Seng Gelombang Seng gelombang berukuran 0,3 mm x 210 cm",Lembar,106700
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,"Seng Gelombang Seng gelombang berukuran 0,3 mm x 240 cm",Lembar,120600
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,"Seng Gelombang Seng gelombang berukuran 0,3 mm x 300 cm",Lembar,149900
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,Seng Gelombang Seng gelombang berukuran mm x cm,Buah,61800
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,"Seng Gelombang eae gelombang berukuran mmx1,8mx80) bar",Buah,59500
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,Seng Plat Buls 30,Meter,9200
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,Seng Plat Karpet Talang 110,Meter,17100
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,Seng Plat Karpet Talang 55,Meter,11400
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,Seng Plat Seng Plat Galvalum uk. mm X 1m,Meter,135900
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,Seng Plat Seng Plat Galvalum uk. mm X 1m,Meter,63700
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,Seng Plat Seng Plat Galvalum uk. mm X m,Meter,119000
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,"Seng Plat Seng Plat uk, cm X mm",Meter,28700
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,Seng Plat Seng Plat uk. cm X mm,Meter,76400
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,Seng Plat Seng Plat uk. cm X mm,Meter,29500
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,Seng Plat Seng Plat uk. cm X mm,Meter,21300
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,Seng Plat Seng Plat uk. cm X mm,Meter,37200
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,Seng Plat Seng Plat uk. cm X mm,Meter,30800
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,Seng Plat aa Galvalyne tle#0 cra Satin Roll,Buah,2216300
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,Sheet Pile ABOO ASLOOOTUIG 6in LaMar,Meter,1902700
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,Sheet Pile ASSO ALOOO Die BP Meter,Meter,1197000
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,Sheet Pile WWEH00 Meter,Meter,1320200
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,Sheet Pile WWi825 A/1000;UlE. Mpter,Meter,1030600
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,Sheet Pile WiESD A TO0O!Die. Meter,Meter,1545900
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,Sheet Pile ete TOU BiaMeier Ee 7Ce,Meter,1654200
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,Sirtu Lokal,M3,598500
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,Stop Kran 3/4 a,Buah,34600
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,Tege Keramik Rustic 40 x 40,Buah,58500
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,Tegel Kayu Parquet Teka Parquet White Oak Concord Line,M2,1143800
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,Tegel Kayu Parquet ‘Teka Parquet Kempas Villa,M2,1143800
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,Tegel Keramik 30 x 30 Impresso,M2,76400
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,Tegel Keramik 40 x 40 Putih polos,Dos,85800
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,Tegel Keramik Arwana Marble 40 x 40,M2,80000
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,Tegel Keramik Arwana Putih 40 x 40,M2,68400
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,Tegel Keramik Mulia Warna Impresso 30 x 30 kasar,M2,76400
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,Tegel Keramik Mulia Warna Marble 30 x 30,M2,45700
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,Tegel Keramik Supermilan Gelap 40 x 40,M2,66900
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,Tegel Keramik Supermilan Pure Color 50 x 50,Buah,116700
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,Tegel Keramik Supermilan Putih 50 x 50,M2,97700
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,Tinggi Alas Tebal K-225,Buah,347500
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,Tpahan Bangunan dan Konstruksi U-Ditch Foal xT x P mm K-350 (Gandar,Buah,2603800
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,Tripleks Triplek 2mm x 122 x 244 cm,Lembar,53100
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,Tripleks Triplek 4 mm x 122 x 244 cm,Lembar,70700
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch /L x T x P mm K-350 (Gandar Ton),Buah,1735100
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch Bene x T S00.XP snutt-K-350.(Gandar,Buah,1016900
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch Eerie mums Koso (Genear ao,Buah,5082200
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch Ey *,Buah,7800
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch Far mm K-850 (Gandar,Buah,1793300
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch Fea xT x P mm K-350 (Gandar,Buah,1407900
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch Fo xT xP mm K-350 (Gander,Buah,4511000
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch Kn xT x mm K-350 (Gandar,Buah,2753100
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch L 300 x T 300 x P 800 mm Mutu K-300,Buah,266700
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch L x T x P mm K-350 (Gandar Ton),Buah,931400
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch L x T x P mm K-350 (Gandar Ton),Buah,1339500
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch L x T x P mm Mutu K-300,Buah,604800
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch L x T x P mm Mutu K-300,Buah,924500
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch Pai a se mm: K-80 (Gandar s,Buah,3398400
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch Pera x T xP im K-350 (Gandar,Buah,5336400
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch Peta xT x P mm K-S50 (Gander,Buah,12104600
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch Pita mam K-50 (Gandar,Buah,67500
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch Ra ac sata K-B50 (Gandat10,Buah,880100
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch Rene xT x P mm K-350 (Gandar,Buah,2421400
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch a xT x P mm K-350 (Gandar,Buah,4408400
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch a xT x P mm K-350 (Gandar S,Buah,3766600
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch ae xT x P mm K-350 (Gandar,Buah,2610600
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch ar ae BOOK P.TAOO am eROO (Gendan 2a,Buah,1234700
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch bea mm K-350 (Gandar,Buah,8640100
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch ben,Buah,5500500
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch ea aT xP 1200imm K-S50 (Gandar’s,Buah,8070100
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch ea x1 xP (Gandar,Buah,1647800
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch ear xT x P mm K-350 (Gandar,Buah,7651700
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch ear xT-1100 xP mm K-350 (Gandar,Buah,4877000
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch ee Pl 200mm K-S00 (Gander,Buah,654400
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch ee se mam F880. (Gander,Buah,2040600
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch ei 1000.x.P mm K-50 (Gandar v0,Buah,4162200
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch er aT sama K-Son (enear an,Buah,985700
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch ese xP mm K-350 (Gandar,Buah,1112700
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch ey xT x P mm K-350 (Gandar,Buah,12579900
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch fea xT x P mm K-350 (Gandar,Buah,6105900
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch ma xT xP mm K-350 (Gandar,Buah,8983200
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch ool P may (Gandar s,Buah,5244000
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch pera P mun K-280 (Gandar’s,Buah,4983000
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch ron,Buah,277180
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch tea et sep apo rnae-S50)(Ranieeiss,Buah,3613800
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch x T SOO x P mm Mutu K-300,Buah,547800
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch x T x P mm K-350 (Gandar,Ton,555200
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch x T x P mm K-350 (Gandar Ton,Buah,1202700
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch x T x P mm K-350 (Gandar Ton),Buah,654400
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch x T x P mm K-350 (Gandar Ton),Buah,755900
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch x T x P mm K-350 (Gandar Ton),Buah,815100
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch x T x P mm K-350 (Gandar Ton),Buah,1105800
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch x T x P mm K-350 (Gandar Ton),Buah,1330400
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch x T x P mm K-350 (Gandar Ton),Buah,1490000
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch x T x P mm K-350 (Gandar Ton),Buah,1623400
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch x T x P mm K-350 (Gandar Ton),Buah,1871900
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch x T x P mm Mutu K-300,Buah,359500
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch x T x P mm Mutu K-300,Buah,589600
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-Ditch x T x P mm Mutu K-300,Buah,874600
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,U-dicht L x T x P mm Mutu K-300,Buah,1425300
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,Urinoir Lengkap,Buah,3230500
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,Vader Bangunan dan Konstruksi Keramik Granito Keramik 989 - Granite Black,M2,297200
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,Wiremesh Jenis M7 Kg/Lbr),Buah,375600
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,Wiremesh Jenis M8 ae fat ae5 AO antes mam (WI,Lembar,846700
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,"Wiremesh Jenis M9 ie, inntr se mee oir man (Wi",Lembar,752400
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,hanes im xT x P mm K-350 (Gandar S,Buah,10635100
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,~ esanan Bangunan dan Konstruksi Kuas Besar Eterna 4,Buah,26300
1.1.12.01.01.0001,Bahan Bangunan dan Konstruksi,"— Bangunan dan Konstruksi List Gypsum List Gypsum 2,2 m x 4 cm Type B Polos",Batang,21300
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Aki Mobil GS Goldshine MF N70z 12V/75Ah,Buah,1776800
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Aki Mobil GS Hybrid Ns40ZL,Buah,927000
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Aki Mobil GS Premium NSO,Buah,1009400
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Aki Mobil INCOE GOLD Ns70 12V/65Ah,Buah,1066100
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Aki Mobil INCOE Premium Ns70 Ah,Buah,1066100
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Aki Motor GS MF GTZSS,Buah,118500
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Ban Dalam Mobil,Buah,289900
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Ban Dalam Mobil,Buah,184800
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Ban Dalam Mobil,Buah,149600
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Ban Dalam Mobil,Buah,148400
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Ban Dalam Mobil,Buah,211400
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Ban Dalam Mobil,Buah,842400
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Ban Dalam Mobil,Buah,305300
1.1.12.01.02.0001,Bahan Kimia,"Suku Cadang Alat Angkutan Ban Dalam Mobil C, NF2, NR2, NR21",Buah,208800
1.1.12.01.02.0001,Bahan Kimia,"Suku Cadang Alat Angkutan Ban Dalam Mobil C, NR6S",Buah,208800
1.1.12.01.02.0001,Bahan Kimia,"Suku Cadang Alat Angkutan Ban Dalam Mobil GT, -",Buah,843400
1.1.12.01.02.0001,Bahan Kimia,"Suku Cadang Alat Angkutan Ban Dalam Mobil GT, -",Buah,659200
1.1.12.01.02.0001,Bahan Kimia,"Suku Cadang Alat Angkutan Ban Dalam Mobil GT, -",Buah,534400
1.1.12.01.02.0001,Bahan Kimia,"Suku Cadang Alat Angkutan Ban Dalam Mobil IRC, NF3, NR72, NR21",Buah,210200
1.1.12.01.02.0001,Bahan Kimia,"Suku Cadang Alat Angkutan Ban Dalam Mobil IRC, NR41, NR72, NR69",Buah,208800
1.1.12.01.02.0001,Bahan Kimia,"Suku Cadang Alat Angkutan Ban Dalam Mobil IRC, NR57, NR72",Buah,213700
1.1.12.01.02.0001,Bahan Kimia,"Suku Cadang Alat Angkutan Ban Dalam Mobil IRC, NR72",Buah,208800
1.1.12.01.02.0001,Bahan Kimia,"Suku Cadang Alat Angkutan Ban Dalam Mobil IRC, NRS9",Buah,215000
1.1.12.01.02.0001,Bahan Kimia,"Suku Cadang Alat Angkutan Ban Dalam motor IRC, GSR",Buah,51500
1.1.12.01.02.0001,Bahan Kimia,"Suku Cadang Alat Angkutan Ban Dalam motor IRC, GSR, GS45",Buah,61800
1.1.12.01.02.0001,Bahan Kimia,"Suku Cadang Alat Angkutan Ban Dalam motor IRC, NR25 (EXTRASONG)",Buah,41200
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Ban Luar Mo! Toss 14PR GRIP Industrial,Buah,2797800
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Ban Luar Mobil 185 /60 R13 Industrial Champiro Eco,Buah,668100
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Ban Luar Mobil 5.00- 12 8PR SUPER 88N ULT,Buah,503500
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Ban Luar Mobil 8PR SUPER LT,Buah,657500
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Ban Luar Mobil 8PR SUPER LT,Buah,793700
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Ban Luar Mobil 8PR SUPER LT,Buah,743900
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Ban Luar Mobil 8PR SUPER LT,Buah,807300
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Ban Luar Mobil 8PR SUPER LT,Buah,919800
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Ban Luar Mobil AR20 Bridgestone Turanza,Buah,1809800
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Ban Luar Mobil Champiro Eco,Buah,633800
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Ban Luar Mobil H D-684 Bridgstone,Buah,2838700
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Ban Luar Mobil H R D-687 Bridgestone,Buah,1968400
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Ban Luar Mobil Industrial Champiro Eco,Buah,626700
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Ban Luar Mobil PAMWAL,Buah,4218000
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Ban Luar Mobil SP Avanza,Buah,1074100
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Ban Luar Mobil TG-20 Avanza,Buah,1318900
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Ban Luar Mobil W TG90 Bridgestone Turanza,Buah,2058000
1.1.12.01.02.0001,Bahan Kimia,"Suku Cadang Alat Angkutan Ban Luar Motor BRIDGESTONE, GT",Buah,824000
1.1.12.01.02.0001,Bahan Kimia,"Suku Cadang Alat Angkutan Ban Luar Motor BRIDGESTONE, GT",Buah,770500
1.1.12.01.02.0001,Bahan Kimia,"Suku Cadang Alat Angkutan Ban Luar Motor DUNLOP,",Buah,180300
1.1.12.01.02.0001,Bahan Kimia,"Suku Cadang Alat Angkutan Ban Luar Motor IRC,",Buah,149400
1.1.12.01.02.0001,Bahan Kimia,"Suku Cadang Alat Angkutan Ban Luar Motor IRC,",Buah,185400
1.1.12.01.02.0001,Bahan Kimia,"Suku Cadang Alat Angkutan Ban Luar Motor IRC,",Buah,221500
1.1.12.01.02.0001,Bahan Kimia,"Suku Cadang Alat Angkutan Ban Luar Motor IRC,",Buah,200900
1.1.12.01.02.0001,Bahan Kimia,"Suku Cadang Alat Angkutan Ban Luar Motor IRC,",Buah,242100
1.1.12.01.02.0001,Bahan Kimia,"Suku Cadang Alat Angkutan Ban Luar Motor IRC,",Buah,283300
1.1.12.01.02.0001,Bahan Kimia,"Suku Cadang Alat Angkutan Ban Luar Motor MIZZLE,",Buah,244700
1.1.12.01.02.0001,Bahan Kimia,"Suku Cadang Alat Angkutan Ban Luar Motor MIZZLE,",Buah,216300
1.1.12.01.02.0001,Bahan Kimia,"Suku Cadang Alat Angkutan Ban Luar Motor MIZZLE,",Buah,185400
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Busi Mobil NGK,Buah,36100
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Busi Mobil ‘Denso,Buah,36100
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Busi Motor Denso,Buah,30900
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Busi Motor NGK,Buah,30900
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan GS Goldshine NS60L 12 V / 45Ah,Buah,927000
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Kampas Kopling Mitsubishi Pajero,Buah,1081500
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Kampas Kopling Suzuki Ertiga,Buah,978500
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Kampas Kopling Toyota Dyna,Buah,1009400
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Kampas Kopling Toyota Fortuner Genuine,Buah,2842800
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Kampas Kopling Toyota Kijang,Buah,978500
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Kampas Kopling ‘Toyota Avanza/Xenia,Buah,978500
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Kampas Kopling ‘Toyota Innova,Buah,1802500
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Kampas Rem Belakang Toyota Avanza/Xenia,Buah,360500
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Kampas Rem Belakang Toyota Dyna,Buah,721000
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Kampas Rem Depan Toyota Avanza/Xenia,Buah,473800
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Kampas Rem Depan Toyota Dyna,Buah,978500
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Luar Mobil SP Champiro Eco,Buah,1109200
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Saringan Oli Rino,Buah,97900
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Saringan Oli Suzuki Ertiga,Buah,77300
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Saringan Oli — Dyna,Buah,97900
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Saringan Oli ‘Toyota Innova,Buah,87600
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Shockbreaker Belakang Avanza 1.5,Buah,412000
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Shockbreaker Belakang Hilux,Buah,4274500
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Shockbreaker Belakang Innova,Buah,978500
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Shockbreaker Belakang Rino 115 PS,Buah,463500
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Shockbreaker Depan Avanza 1.3,Buah,793100
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Shockbreaker Depan Avanza 1.5,Buah,1097000
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Shockbreaker Depan Hilux,Buah,1941600
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Shockbreaker Depan Innova,Buah,618000
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Suku Cadang Alat Angkutan Sampah Roda 4 (Pickup & Bank Sampah,Unit,5000000
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Suku Cadang Alat Angkutan Sampah Roda 6 Truk/Armroll/Kompaktor,Unit,10000000
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan Suku Candang Motor Sampah Roda 3 Suku Candang Motor Sampah Roda 3,Unit,1500000
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan TIE ROD ITIE ROD Pendek Innova RH/LH,Buah,463500
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan TIE ROD TIE ROD Panjang Innova,Buah,1236000
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan ‘Ban Luar Mobil 10PR GRIP Industrial,Buah,938700
1.1.12.01.02.0001,Bahan Kimia,"Suku Cadang Alat Angkutan, Ban Dalam motor IRC, GSR",Buah,46400
1.1.12.01.02.0001,Bahan Kimia,"Suku Cadang Alat Angkutan, Ban Luar Mobil 12PR GRIP Industrial",Buah,1313300
1.1.12.01.02.0001,Bahan Kimia,"Suku Cadang Alat Angkutan, Ban Luar Mobil 8PR TRACTION PRO LT",Buah,1022800
1.1.12.01.02.0001,Bahan Kimia,"Suku Cadang Alat Angkutan, Ban Luar Mobil ER - Bridgestone Turanza",Buah,1491500
1.1.12.01.02.0001,Bahan Kimia,"Suku Cadang Alat Angkutan. Ban Dalam motor IRC, NF6, NF47, NR21, NF40, NR72, TR",Buah,41200
1.1.12.01.02.0001,Bahan Kimia,Suku Cadang Alat Angkutan. Ban Luar Mobil SP Champiro Eco,Buah,1109200
1.1.12.01.02.0002,Bahan Kimia,Suku Cadang Alat Besar Suku Cadang Alat Berat Suku Cadang Alat Berat,Unit,45000000
1.1.12.01.07.0001,Bahan/Bibit Hewan,Cap Poci,Bungkus,9100
1.1.12.01.07.0001,Bahan/Bibit Hewan,Natura /Agar-agar Powder Nutrijell Cokelat 20gr Per,Bungkus,9500
1.1.12.01.07.0001,Bahan/Bibit Hewan,Natura /Agar-agar Powder Swallow Per,Bungkus,7800
1.1.12.01.07.0001,Bahan/Bibit Hewan,Natura /Tepung Bumbu Indofood Bumbu Instan Rendang 50 gr Per,Bungkus,9000
1.1.12.01.07.0001,Bahan/Bibit Hewan,Natura /Tepung Bumbu Indofood Gulai Instan 50 gr Per,Bungkus,8500
1.1.12.01.07.0001,Bahan/Bibit Hewan,Natura 500 Gr/ILM,Bungkus,28500
1.1.12.01.07.0001,Bahan/Bibit Hewan,Natura Abon Tkan Bijata 250 gr Per,Bungkus,18600
1.1.12.01.07.0001,Bahan/Bibit Hewan,Natura Air Mineral Aqua Botol 600 ml,Dos,136800
1.1.12.01.07.0001,Bahan/Bibit Hewan,Natura Air Mineral Aqua Botol Mini 330 ml,Dos,115000
1.1.12.01.07.0001,Bahan/Bibit Hewan,Natura Air Mineral Aqua Botol ml,Dos,127300
1.1.12.01.07.0001,Bahan/Bibit Hewan,Natura Air Mineral Aqua Gelas,Dos,65500
1.1.12.01.07.0001,Bahan/Bibit Hewan,Natura Air Mineral Aqua Reflection Sparkling 380 ml,Dos,340500
1.1.12.01.07.0001,Bahan/Bibit Hewan,Natura Air Mineral Argus Gelas,Dos,18600
1.1.12.01.07.0001,Bahan/Bibit Hewan,Natura Air Mineral Argus Mini 330 ml,Dos,42800
1.1.12.01.07.0001,Bahan/Bibit Hewan,Natura Air Mineral Cleo Platine Purified Dringking Water 380 ml,Dos,186000
1.1.12.01.07.0001,Bahan/Bibit Hewan,Natura Air Mineral Club Gelas,Dos,30800
